customer_id,age,tenure_months,churn,avg_logins,avg_active_minutes,total_tickets,tickets_resolved,total_payments,failed_payments,avg_payment,support_resolution_ratio,failed_payment_ratio,gender_Male,segment_Premium,segment_Standard,tenure_bucket_7-12,tenure_bucket_13-24,tenure_bucket_25+
CUST_00035,33,50,1,18.0,556.5,0.0,0.0,1.0,1.0,96.05,0.0,0.9999990000010001,True,False,True,False,False,True
CUST_00036,33,63,0,17.0,548.0,1.0,1.0,3.0,0.0,79.49666666666667,0.9999990000010001,0.0,False,False,False,False,False,False
CUST_00037,29,6,1,18.8,561.6,0.0,0.0,3.0,0.0,67.06333333333333,0.0,0.0,True,True,False,False,False,False
CUST_00038,31,67,0,20.0,874.0,1.0,1.0,3.0,0.0,87.58666666666666,0.9999990000010001,0.0,True,False,True,False,False,False
CUST_00039,57,67,1,16.0,543.0,1.0,1.0,1.0,0.0,74.57,0.9999990000010001,0.0,True,False,False,False,False,False
CUST_00040,63,59,0,15.666666666666666,627.3333333333334,0.0,0.0,0.0,0.0,80.1685,0.0,0.0,True,False,True,False,False,True
CUST_00041,65,13,0,9.5,516.5,1.0,1.0,4.0,0.0,102.6975,0.9999990000010001,0.0,True,True,False,False,True,False
CUST_00042,53,21,0,14.5,517.0,1.0,1.0,1.0,0.0,66.5,0.9999990000010001,0.0,False,True,False,False,True,False
CUST_00043,60,64,1,0.0,0.0,0.0,0.0,3.0,0.0,77.44333333333334,0.0,0.0,False,True,False,False,False,False
CUST_00044,29,37,1,24.0,625.0,3.0,3.0,3.0,0.0,86.22666666666667,0.9999996666667778,0.0,False,True,False,False,False,True
CUST_00045,36,48,0,11.75,560.5,2.0,2.0,2.0,0.0,82.41,0.99999950000025,0.0,False,True,False,False,False,True
CUST_00046,36,56,0,14.2,575.6,1.0,1.0,0.0,0.0,80.1685,0.9999990000010001,0.0,False,False,True,False,False,True
CUST_00047,22,44,1,15.25,560.5,1.0,0.0,1.0,0.0,87.25,0.0,0.0,True,False,True,False,False,True
CUST_00048,50,13,1,17.0,709.0,0.0,0.0,4.0,0.0,89.62,0.0,0.0,False,False,True,False,True,False
CUST_00049,20,4,0,15.5,537.5,0.0,0.0,5.0,1.0,76.464,0.0,0.199999960000008,False,False,True,False,False,False
CUST_00050,31,33,0,15.25,576.25,1.0,0.0,0.0,0.0,80.1685,0.0,0.0,True,False,False,False,False,True
CUST_00051,58,37,0,19.0,461.0,1.0,1.0,3.0,0.0,85.75,0.9999990000010001,0.0,False,False,False,False,False,True
CUST_00052,23,53,0,16.571428571428573,555.2857142857143,1.0,1.0,1.0,0.0,90.91,0.9999990000010001,0.0,True,False,True,False,False,True
CUST_00053,61,24,1,13.666666666666666,493.0,0.0,0.0,2.0,0.0,87.27,0.0,0.0,False,False,False,False,True,False
CUST_00054,32,51,0,16.333333333333332,629.1666666666666,0.0,0.0,2.0,0.0,61.55499999999999,0.0,0.0,True,False,False,False,False,True
CUST_00055,53,41,0,16.0,589.5,0.0,0.0,1.0,0.0,45.54,0.0,0.0,False,True,False,False,False,True
CUST_00056,61,29,1,12.0,779.0,1.0,1.0,3.0,0.0,85.09333333333333,0.9999990000010001,0.0,False,False,True,False,False,True
CUST_00057,40,59,0,11.666666666666666,504.3333333333333,1.0,1.0,4.0,0.0,87.845,0.9999990000010001,0.0,True,False,False,False,False,True
CUST_00058,41,40,1,16.5,515.5,0.0,0.0,4.0,0.0,88.00999999999999,0.0,0.0,True,False,False,False,False,True
CUST_00059,23,51,0,17.0,456.0,1.0,1.0,3.0,0.0,68.79666666666667,0.9999990000010001,0.0,True,False,True,False,False,True
CUST_00060,37,50,1,18.0,587.0,3.0,3.0,1.0,0.0,94.52,0.9999996666667778,0.0,True,True,False,False,False,True
CUST_00061,24,36,0,20.5,527.0,0.0,0.0,1.0,0.0,75.4,0.0,0.0,True,False,True,False,False,True
CUST_00062,38,60,0,14.0,710.0,0.0,0.0,2.0,0.0,74.8,0.0,0.0,True,True,False,False,False,True
CUST_00063,21,18,0,17.5,598.5,1.0,1.0,3.0,0.0,68.56333333333333,0.9999990000010001,0.0,True,False,False,False,True,False
CUST_00064,31,20,0,10.0,701.0,2.0,1.0,5.0,0.0,94.572,0.499999750000125,0.0,True,True,False,False,True,False
CUST_00065,36,5,0,16.0,679.3333333333334,2.0,2.0,1.0,0.0,57.73,0.99999950000025,0.0,False,True,False,False,False,False
CUST_00066,29,18,0,20.5,621.5,1.0,1.0,5.0,0.0,75.462,0.9999990000010001,0.0,False,False,True,False,True,False
CUST_00067,53,40,0,19.0,506.6666666666667,3.0,3.0,1.0,0.0,91.38,0.9999996666667778,0.0,True,False,False,False,False,True
CUST_00068,25,1,0,16.333333333333332,467.6666666666667,1.0,1.0,1.0,0.0,65.4,0.9999990000010001,0.0,False,False,True,False,False,False
CUST_00069,27,19,0,13.166666666666666,607.8333333333334,1.0,1.0,2.0,0.0,59.055,0.9999990000010001,0.0,False,False,True,False,True,False
CUST_00070,30,26,1,20.666666666666668,615.6666666666666,0.0,0.0,2.0,0.0,84.61,0.0,0.0,False,False,False,False,False,True
CUST_00071,31,29,0,13.333333333333334,657.6666666666666,2.0,2.0,2.0,1.0,86.85499999999999,0.99999950000025,0.499999750000125,False,False,True,False,False,True
CUST_00072,28,59,1,17.333333333333332,555.6666666666666,2.0,1.0,0.0,0.0,80.1685,0.499999750000125,0.0,True,False,True,False,False,True
CUST_00073,21,63,0,14.25,593.0,1.0,0.0,1.0,0.0,71.62,0.0,0.0,False,True,False,False,False,False
CUST_00074,27,62,1,13.0,722.0,1.0,0.0,4.0,0.0,80.94,0.0,0.0,True,False,True,False,False,False
CUST_00075,30,48,0,16.0,642.3333333333334,0.0,0.0,0.0,0.0,80.1685,0.0,0.0,False,False,False,False,False,True
CUST_00076,55,62,0,0.0,0.0,1.0,1.0,2.0,0.0,81.255,0.9999990000010001,0.0,False,False,True,False,False,False
CUST_00077,29,18,0,18.5,570.0,1.0,1.0,2.0,0.0,70.33,0.9999990000010001,0.0,False,True,False,False,True,False
CUST_00078,40,66,0,15.5,595.0,1.0,1.0,1.0,0.0,73.52,0.9999990000010001,0.0,True,False,True,False,False,False
CUST_00079,39,27,0,16.0,546.25,0.0,0.0,3.0,0.0,80.31333333333333,0.0,0.0,False,False,True,False,False,True
CUST_00080,67,6,0,11.75,626.25,0.0,0.0,2.0,0.0,96.72,0.0,0.0,True,False,True,False,False,False
CUST_00081,27,70,0,16.25,562.5,0.0,0.0,1.0,0.0,83.26,0.0,0.0,False,True,False,False,False,False
CUST_00082,55,59,0,14.5,616.0,2.0,2.0,4.0,0.0,78.35499999999999,0.99999950000025,0.0,True,False,False,False,False,True
CUST_00083,48,6,0,16.666666666666668,586.0,1.0,1.0,0.0,0.0,80.1685,0.9999990000010001,0.0,False,False,False,False,False,False
CUST_00084,61,31,0,15.0,582.25,2.0,2.0,0.0,0.0,80.1685,0.99999950000025,0.0,True,True,False,False,False,True
CUST_00085,31,56,0,13.5,570.0,1.0,1.0,2.0,1.0,85.61,0.9999990000010001,0.499999750000125,True,True,False,False,False,True
CUST_00086,33,54,0,14.75,643.25,1.0,1.0,3.0,0.0,79.0,0.9999990000010001,0.0,False,False,True,False,False,True
CUST_00087,67,41,1,15.333333333333334,677.3333333333334,1.0,1.0,1.0,0.0,107.35,0.9999990000010001,0.0,True,False,False,False,False,True
CUST_00088,69,18,0,16.0,616.0,0.0,0.0,2.0,0.0,73.485,0.0,0.0,False,True,False,False,True,False
CUST_00089,40,23,1,11.5,572.25,2.0,1.0,3.0,0.0,60.66333333333333,0.499999750000125,0.0,False,False,False,False,True,False
CUST_00090,41,36,0,12.0,638.5,0.0,0.0,4.0,1.0,69.455,0.0,0.24999993750001562,False,False,True,False,False,True
CUST_00091,40,25,1,14.75,637.25,0.0,0.0,0.0,0.0,80.1685,0.0,0.0,False,True,False,False,False,True
CUST_00092,63,7,0,18.0,509.0,1.0,1.0,2.0,1.0,86.92,0.9999990000010001,0.499999750000125,False,False,False,True,False,False
CUST_00093,69,20,0,14.75,586.25,1.0,1.0,1.0,0.0,82.44,0.9999990000010001,0.0,False,False,False,False,True,False
CUST_00094,49,5,0,17.666666666666668,663.0,0.0,0.0,3.0,0.0,73.33333333333333,0.0,0.0,False,False,True,False,False,False
CUST_00095,58,18,0,17.0,725.2,1.0,1.0,2.0,0.0,96.69,0.9999990000010001,0.0,False,True,False,False,True,False
CUST_00096,39,33,0,13.0,618.0,1.0,1.0,1.0,0.0,44.46,0.9999990000010001,0.0,False,False,False,False,False,True
CUST_00097,43,35,1,14.5,638.5,1.0,1.0,1.0,0.0,87.18,0.9999990000010001,0.0,False,False,True,False,False,True
CUST_00098,42,65,1,14.5,579.6666666666666,0.0,0.0,1.0,0.0,51.43,0.0,0.0,False,False,False,False,False,False
CUST_00099,26,63,0,14.0,602.0,2.0,2.0,1.0,0.0,84.06,0.99999950000025,0.0,True,False,True,False,False,False
CUST_00100,28,71,1,12.6,616.2,1.0,1.0,1.0,0.0,89.46,0.9999990000010001,0.0,True,False,False,False,False,False
CUST_00101,20,41,1,16.6,586.0,0.0,0.0,3.0,0.0,96.06333333333332,0.0,0.0,False,False,False,False,False,True
CUST_00102,45,50,0,16.0,633.0,0.0,0.0,2.0,0.0,57.145,0.0,0.0,False,False,True,False,False,True
CUST_00103,57,30,1,12.25,611.0,0.0,0.0,2.0,0.0,92.575,0.0,0.0,False,True,False,False,False,True
CUST_00104,57,38,0,15.2,522.4,1.0,0.0,2.0,0.0,83.36500000000001,0.0,0.0,False,False,True,False,False,True
CUST_00105,63,35,0,12.0,464.0,3.0,2.0,2.0,0.0,85.58500000000001,0.6666664444445185,0.0,False,True,False,False,False,True
CUST_00106,41,66,0,21.0,632.0,1.0,1.0,2.0,0.0,68.77000000000001,0.9999990000010001,0.0,False,False,False,False,False,False
CUST_00107,63,46,1,14.25,606.75,1.0,1.0,4.0,0.0,78.705,0.9999990000010001,0.0,False,False,False,False,False,True
CUST_00108,29,8,0,14.0,583.6,0.0,0.0,1.0,0.0,73.58,0.0,0.0,False,False,True,True,False,False
CUST_00109,25,68,0,14.5,656.75,0.0,0.0,2.0,0.0,100.765,0.0,0.0,True,False,True,False,False,False
CUST_00110,36,37,0,13.5,668.0,3.0,3.0,2.0,0.0,50.525,0.9999996666667778,0.0,False,True,False,False,False,True
CUST_00111,69,13,0,14.0,544.4444444444445,1.0,1.0,2.0,0.0,89.495,0.9999990000010001,0.0,True,True,False,False,True,False
CUST_00112,57,45,0,11.2,633.0,0.0,0.0,3.0,0.0,86.60333333333334,0.0,0.0,False,True,False,False,False,True
CUST_00113,43,29,0,14.25,600.75,0.0,0.0,1.0,0.0,102.68,0.0,0.0,False,False,True,False,False,True
CUST_00114,29,41,0,16.0,788.0,0.0,0.0,2.0,0.0,80.00999999999999,0.0,0.0,True,False,False,False,False,True
CUST_00115,27,56,0,17.0,614.0,0.0,0.0,2.0,0.0,98.855,0.0,0.0,False,False,True,False,False,True
CUST_00116,40,16,0,16.0,469.0,0.0,0.0,0.0,0.0,80.1685,0.0,0.0,True,False,False,False,True,False
CUST_00117,25,12,1,17.0,551.4,1.0,1.0,1.0,0.0,53.84,0.9999990000010001,0.0,False,False,True,True,False,False
CUST_00118,40,66,1,18.0,513.5,0.0,0.0,3.0,0.0,86.21333333333332,0.0,0.0,False,False,True,False,False,False
CUST_00119,58,62,0,19.33333333333333,641.6666666666666,0.0,0.0,1.0,0.0,98.51,0.0,0.0,True,True,False,False,False,False
CUST_00120,43,19,0,12.75,686.75,1.0,1.0,3.0,1.0,78.30333333333333,0.9999990000010001,0.33333322222225925,False,False,False,False,True,False
CUST_00121,52,30,1,13.666666666666666,628.3333333333334,2.0,2.0,3.0,0.0,59.39333333333334,0.99999950000025,0.0,True,False,True,False,False,True
CUST_00122,37,16,0,13.25,578.5,0.0,0.0,1.0,0.0,73.32,0.0,0.0,False,False,True,False,True,False
CUST_00123,47,13,0,13.833333333333334,634.5,1.0,0.0,1.0,0.0,89.66,0.0,0.0,True,False,False,False,True,False
CUST_00124,51,69,0,0.0,0.0,1.0,1.0,3.0,0.0,60.96,0.9999990000010001,0.0,True,False,True,False,False,False
CUST_00125,31,23,0,14.0,638.2,0.0,0.0,1.0,0.0,97.8,0.0,0.0,False,False,False,False,True,False
CUST_00126,67,62,0,11.75,592.0,2.0,1.0,0.0,0.0,80.1685,0.499999750000125,0.0,False,True,False,False,False,False
CUST_00127,61,31,0,12.0,762.0,1.0,1.0,2.0,0.0,83.10499999999999,0.9999990000010001,0.0,True,True,False,False,False,True
CUST_00128,46,53,0,18.0,487.0,1.0,1.0,2.0,0.0,78.51,0.9999990000010001,0.0,False,False,False,False,False,True
CUST_00129,29,17,0,11.5,517.5,2.0,2.0,2.0,0.0,75.17,0.99999950000025,0.0,False,True,False,False,True,False
CUST_00130,65,49,1,15.666666666666666,635.6666666666666,1.0,1.0,1.0,0.0,96.47,0.9999990000010001,0.0,False,False,False,False,False,True
CUST_00131,61,49,0,17.333333333333332,545.0,2.0,2.0,3.0,0.0,64.47666666666667,0.99999950000025,0.0,True,False,True,False,False,True
CUST_00132,51,67,0,15.0,607.3333333333334,2.0,2.0,2.0,0.0,82.88,0.99999950000025,0.0,True,False,True,False,False,False
CUST_00133,61,26,0,15.0,500.0,0.0,0.0,1.0,0.0,74.22,0.0,0.0,True,False,False,False,False,True
CUST_00134,45,13,0,15.0,634.3333333333334,1.0,1.0,0.0,0.0,80.1685,0.9999990000010001,0.0,True,False,True,False,True,False
CUST_00135,44,38,0,20.5,670.0,1.0,1.0,0.0,0.0,80.1685,0.9999990000010001,0.0,True,True,False,False,False,True
CUST_00136,30,22,0,14.166666666666666,643.6666666666666,3.0,3.0,2.0,0.0,81.345,0.9999996666667778,0.0,True,False,True,False,True,False
CUST_00137,42,29,0,16.666666666666668,684.6666666666666,1.0,1.0,3.0,0.0,96.86333333333332,0.9999990000010001,0.0,True,False,True,False,False,True
CUST_00138,53,45,0,18.0,514.6666666666666,2.0,2.0,1.0,0.0,82.1,0.99999950000025,0.0,True,False,False,False,False,True
CUST_00139,59,46,0,10.0,668.5,1.0,1.0,3.0,1.0,79.44333333333333,0.9999990000010001,0.33333322222225925,True,True,False,False,False,True
CUST_00140,42,39,1,18.5,568.5,0.0,0.0,0.0,0.0,80.1685,0.0,0.0,False,False,True,False,False,True
CUST_00141,48,69,1,19.0,582.0,0.0,0.0,5.0,0.0,97.704,0.0,0.0,True,False,True,False,False,False
CUST_00142,50,68,1,14.333333333333334,581.6666666666666,0.0,0.0,1.0,0.0,75.97,0.0,0.0,False,False,False,False,False,False
CUST_00143,26,39,1,13.666666666666666,642.3333333333334,1.0,1.0,3.0,1.0,70.87666666666667,0.9999990000010001,0.33333322222225925,False,False,False,False,False,True
CUST_00144,59,20,0,13.5,570.5,2.0,1.0,3.0,0.0,79.35333333333334,0.499999750000125,0.0,False,True,False,False,True,False
CUST_00145,52,68,1,12.0,535.3333333333334,0.0,0.0,5.0,0.0,92.598,0.0,0.0,True,False,True,False,False,False
CUST_00146,40,35,0,12.666666666666666,490.3333333333333,0.0,0.0,2.0,0.0,72.905,0.0,0.0,True,False,False,False,False,True
CUST_00147,21,8,0,11.0,620.0,2.0,2.0,5.0,0.0,80.216,0.99999950000025,0.0,True,False,False,True,False,False
CUST_00148,37,52,0,17.666666666666668,563.6666666666666,2.0,2.0,0.0,0.0,80.1685,0.99999950000025,0.0,True,False,False,False,False,True
CUST_00149,66,40,1,12.5,464.5,2.0,2.0,1.0,0.0,60.88,0.99999950000025,0.0,False,True,False,False,False,True
CUST_00150,52,36,0,17.666666666666668,581.0,3.0,2.0,5.0,0.0,79.854,0.6666664444445185,0.0,True,False,False,False,False,True
CUST_00151,56,6,0,13.0,677.0,0.0,0.0,2.0,0.0,73.11,0.0,0.0,True,True,False,False,False,False
CUST_00152,53,70,1,13.666666666666666,714.6666666666666,2.0,1.0,5.0,1.0,89.89,0.499999750000125,0.199999960000008,True,True,False,False,False,False
CUST_00153,39,16,0,15.0,645.5,1.0,1.0,3.0,0.0,91.49333333333334,0.9999990000010001,0.0,True,False,True,False,True,False
CUST_00154,54,46,0,16.333333333333332,616.3333333333334,1.0,0.0,0.0,0.0,80.1685,0.0,0.0,True,False,True,False,False,True
CUST_00155,69,59,0,15.25,569.5,0.0,0.0,1.0,0.0,66.66,0.0,0.0,False,True,False,False,False,True
CUST_00156,37,38,1,16.0,669.0,0.0,0.0,2.0,0.0,51.8,0.0,0.0,True,False,True,False,False,True
CUST_00157,65,18,1,15.4,659.0,2.0,2.0,1.0,0.0,32.12,0.99999950000025,0.0,False,False,True,False,True,False
CUST_00158,43,12,1,11.666666666666666,585.3333333333334,2.0,1.0,2.0,0.0,84.375,0.499999750000125,0.0,True,False,False,True,False,False
CUST_00159,27,54,0,21.0,471.0,0.0,0.0,2.0,0.0,95.99,0.0,0.0,False,False,True,False,False,True
CUST_00160,49,47,0,16.666666666666668,579.0,1.0,1.0,1.0,0.0,101.02,0.9999990000010001,0.0,True,True,False,False,False,True
CUST_00161,63,1,0,17.0,781.5,2.0,2.0,3.0,0.0,77.72,0.99999950000025,0.0,True,False,True,False,False,False
CUST_00162,29,15,0,14.333333333333334,786.0,2.0,2.0,1.0,0.0,86.25,0.99999950000025,0.0,False,False,False,False,True,False
CUST_00163,42,21,0,19.0,659.0,1.0,1.0,2.0,1.0,106.62,0.9999990000010001,0.499999750000125,False,True,False,False,True,False
CUST_00164,68,1,0,18.0,438.0,1.0,1.0,2.0,0.0,89.24000000000001,0.9999990000010001,0.0,False,False,True,False,False,False
CUST_00165,30,67,1,13.0,536.5,1.0,1.0,0.0,0.0,80.1685,0.9999990000010001,0.0,True,True,False,False,False,False
CUST_00166,21,12,1,8.0,576.0,3.0,3.0,2.0,0.0,71.03,0.9999996666667778,0.0,False,False,True,True,False,False
CUST_00167,45,28,0,14.857142857142858,648.0,1.0,1.0,2.0,0.0,74.755,0.9999990000010001,0.0,True,False,False,False,False,True
CUST_00168,55,39,0,16.0,589.0,2.0,2.0,4.0,0.0,89.33500000000001,0.99999950000025,0.0,True,False,True,False,False,True
CUST_00169,52,37,0,14.5,467.5,4.0,2.0,1.0,0.0,118.71,0.49999987500003124,0.0,False,True,False,False,False,True
CUST_00170,66,60,0,16.666666666666668,547.1666666666666,0.0,0.0,3.0,0.0,79.69000000000001,0.0,0.0,False,True,False,False,False,True
CUST_00171,32,31,0,13.0,451.0,3.0,2.0,2.0,0.0,85.415,0.6666664444445185,0.0,True,True,False,False,False,True
CUST_00172,59,58,0,0.0,0.0,0.0,0.0,1.0,0.0,75.88,0.0,0.0,True,False,True,False,False,True
CUST_00173,44,11,1,15.857142857142858,590.7142857142857,0.0,0.0,1.0,0.0,93.86,0.0,0.0,False,False,True,True,False,False
CUST_00174,23,29,0,16.5,626.0,5.0,3.0,2.0,0.0,55.19,0.599999880000024,0.0,False,False,True,False,False,True
CUST_00175,61,13,0,13.5,822.0,0.0,0.0,2.0,0.0,91.15,0.0,0.0,False,False,False,False,True,False
CUST_00176,38,51,0,13.5,467.0,1.0,1.0,1.0,0.0,102.05,0.9999990000010001,0.0,True,False,False,False,False,True
CUST_00177,37,54,0,14.5,451.5,0.0,0.0,5.0,0.0,89.97,0.0,0.0,True,False,False,False,False,True
CUST_00178,56,19,0,14.4,616.8,0.0,0.0,0.0,0.0,80.1685,0.0,0.0,True,True,False,False,True,False
CUST_00179,49,58,1,12.666666666666666,576.6666666666666,1.0,1.0,1.0,0.0,75.76,0.9999990000010001,0.0,True,True,False,False,False,True
CUST_00180,38,36,0,14.333333333333334,784.0,0.0,0.0,1.0,0.0,71.86,0.0,0.0,True,True,False,False,False,True
CUST_00181,42,28,1,18.0,606.5,0.0,0.0,1.0,0.0,71.44,0.0,0.0,True,True,False,False,False,True
CUST_00182,35,68,0,16.0,608.4,0.0,0.0,1.0,0.0,77.41,0.0,0.0,False,True,False,False,False,False
CUST_00183,20,3,0,13.0,654.0,1.0,1.0,1.0,0.0,93.51,0.9999990000010001,0.0,True,False,True,False,False,False
CUST_00184,31,41,1,14.5,588.5,0.0,0.0,5.0,1.0,73.49199999999999,0.0,0.199999960000008,True,True,False,False,False,True
CUST_00185,43,35,0,16.25,587.75,1.0,1.0,3.0,0.0,66.96666666666667,0.9999990000010001,0.0,True,False,True,False,False,True
CUST_00186,53,50,0,15.0,542.5,0.0,0.0,0.0,0.0,80.1685,0.0,0.0,False,False,False,False,False,True
CUST_00187,27,30,0,14.333333333333334,494.0,1.0,1.0,2.0,0.0,77.58000000000001,0.9999990000010001,0.0,True,False,False,False,False,True
CUST_00188,37,70,0,13.0,573.0,1.0,1.0,2.0,0.0,120.81,0.9999990000010001,0.0,True,False,False,False,False,False
CUST_00189,67,54,0,14.0,720.0,1.0,1.0,0.0,0.0,80.1685,0.9999990000010001,0.0,False,False,False,False,False,True
CUST_00190,24,71,1,20.0,461.0,2.0,2.0,4.0,0.0,75.8025,0.99999950000025,0.0,True,False,False,False,False,False
CUST_00191,45,51,1,10.0,668.5,1.0,1.0,1.0,0.0,85.02,0.9999990000010001,0.0,True,True,False,False,False,True
CUST_00192,49,28,0,0.0,0.0,0.0,0.0,4.0,1.0,86.73,0.0,0.24999993750001562,True,True,False,False,False,True
CUST_00193,32,64,1,14.333333333333334,744.3333333333334,0.0,0.0,2.0,0.0,85.095,0.0,0.0,True,True,False,False,False,False
CUST_00194,38,21,1,14.5,518.0,1.0,1.0,1.0,0.0,100.29,0.9999990000010001,0.0,True,False,False,False,True,False
CUST_00195,48,27,0,11.0,490.0,1.0,1.0,2.0,0.0,45.8,0.9999990000010001,0.0,False,False,False,False,False,True
CUST_00196,22,27,0,14.5,728.0,2.0,2.0,4.0,1.0,77.825,0.99999950000025,0.24999993750001562,False,False,True,False,False,True
CUST_00197,45,50,0,13.666666666666666,587.6666666666666,1.0,1.0,2.0,0.0,90.74,0.9999990000010001,0.0,False,True,False,False,False,True
CUST_00198,59,29,0,12.0,651.0,1.0,0.0,0.0,0.0,80.1685,0.0,0.0,True,False,False,False,False,True
CUST_00199,31,39,0,15.166666666666666,652.0,0.0,0.0,3.0,0.0,70.57000000000001,0.0,0.0,True,False,False,False,False,True
CUST_00200,21,57,0,14.5,537.5,0.0,0.0,1.0,0.0,71.61,0.0,0.0,True,False,False,False,False,True
CUST_00201,30,37,1,10.0,574.0,1.0,1.0,3.0,1.0,80.74,0.9999990000010001,0.33333322222225925,False,False,True,False,False,True
CUST_00202,63,64,0,15.666666666666666,526.3333333333334,1.0,1.0,2.0,1.0,88.975,0.9999990000010001,0.499999750000125,True,False,False,False,False,False
CUST_00203,47,48,1,11.0,684.5,1.0,1.0,1.0,0.0,87.36,0.9999990000010001,0.0,True,False,True,False,False,True
