customer_id,gender,age,segment,tenure_months,churn,avg_logins,avg_active_minutes,total_tickets,tickets_resolved,total_payments,failed_payments,avg_payment
CUST_00161,Male,63,Standard,1,0,17.0,781.5,2.0,2.0,3.0,0.0,77.72
CUST_00162,Female,29,Enterprise,15,0,14.333333333333334,786.0,2.0,2.0,1.0,0.0,86.25
CUST_00163,Female,42,Premium,21,0,19.0,659.0,1.0,1.0,2.0,1.0,106.62
CUST_00164,Female,68,Standard,1,0,18.0,438.0,1.0,1.0,2.0,0.0,89.24000000000001
CUST_00165,Male,30,Premium,67,1,13.0,536.5,1.0,1.0,,,
CUST_00166,Female,21,Standard,12,1,8.0,576.0,3.0,3.0,2.0,0.0,71.03
CUST_00167,Male,45,Enterprise,28,0,14.857142857142858,648.0,1.0,1.0,2.0,0.0,74.755
CUST_00168,Male,55,Standard,39,0,16.0,589.0,2.0,2.0,4.0,0.0,89.33500000000001
CUST_00169,Female,52,Premium,37,0,14.5,467.5,4.0,2.0,1.0,0.0,118.71
CUST_00170,Female,66,Premium,60,0,16.666666666666668,547.1666666666666,,,3.0,0.0,79.69000000000001
CUST_00171,Male,32,Premium,31,0,13.0,451.0,3.0,2.0,2.0,0.0,85.415
CUST_00172,Male,59,Standard,58,0,,,,,1.0,0.0,75.88
CUST_00173,Female,44,Standard,11,1,15.857142857142858,590.7142857142857,,,1.0,0.0,93.86
CUST_00174,Female,23,Standard,29,0,16.5,626.0,5.0,3.0,2.0,0.0,55.19
CUST_00175,Female,61,Enterprise,13,0,13.5,822.0,,,2.0,0.0,91.15
CUST_00176,Male,38,Enterprise,51,0,13.5,467.0,1.0,1.0,1.0,0.0,102.05
CUST_00177,Male,37,Enterprise,54,0,14.5,451.5,,,5.0,0.0,89.97
CUST_00178,Male,56,Premium,19,0,14.4,616.8,,,,,
CUST_00179,Male,49,Premium,58,1,12.666666666666666,576.6666666666666,1.0,1.0,1.0,0.0,75.76
CUST_00180,Male,38,Premium,36,0,14.333333333333334,784.0,,,1.0,0.0,71.86
CUST_00181,Male,42,Premium,28,1,18.0,606.5,,,1.0,0.0,71.44
CUST_00182,Female,35,Premium,68,0,16.0,608.4,,,1.0,0.0,77.41
CUST_00183,Male,20,Standard,3,0,13.0,654.0,1.0,1.0,1.0,0.0,93.51
CUST_00184,Male,31,Premium,41,1,14.5,588.5,,,5.0,1.0,73.49199999999999
CUST_00185,Male,43,Standard,35,0,16.25,587.75,1.0,1.0,3.0,0.0,66.96666666666667
CUST_00186,Female,53,Enterprise,50,0,15.0,542.5,,,,,
CUST_00187,Male,27,Enterprise,30,0,14.333333333333334,494.0,1.0,1.0,2.0,0.0,77.58000000000001
CUST_00188,Male,37,Enterprise,70,0,13.0,573.0,1.0,1.0,2.0,0.0,120.81
CUST_00189,Female,67,Enterprise,54,0,14.0,720.0,1.0,1.0,,,
CUST_00190,Male,24,Enterprise,71,1,20.0,461.0,2.0,2.0,4.0,0.0,75.8025
CUST_00191,Male,45,Premium,51,1,10.0,668.5,1.0,1.0,1.0,0.0,85.02
CUST_00192,Male,49,Premium,28,0,,,,,4.0,1.0,86.73
CUST_00193,Male,32,Premium,64,1,14.333333333333334,744.3333333333334,,,2.0,0.0,85.095
CUST_00194,Male,38,Enterprise,21,1,14.5,518.0,1.0,1.0,1.0,0.0,100.29
CUST_00195,Female,48,Enterprise,27,0,11.0,490.0,1.0,1.0,2.0,0.0,45.8
CUST_00196,Female,22,Standard,27,0,14.5,728.0,2.0,2.0,4.0,1.0,77.825
CUST_00197,Female,45,Premium,50,0,13.666666666666666,587.6666666666666,1.0,1.0,2.0,0.0,90.74
CUST_00198,Male,59,Enterprise,29,0,12.0,651.0,1.0,0.0,,,
CUST_00199,Male,31,Enterprise,39,0,15.166666666666666,652.0,,,3.0,0.0,70.57000000000001
CUST_00200,Male,21,Enterprise,57,0,14.5,537.5,,,1.0,0.0,71.61
CUST_00201,Female,30,Standard,37,1,10.0,574.0,1.0,1.0,3.0,1.0,80.74
CUST_00202,Male,63,Enterprise,64,0,15.666666666666666,526.3333333333334,1.0,1.0,2.0,1.0,88.975
CUST_00203,Male,47,Standard,48,1,11.0,684.5,1.0,1.0,1.0,0.0,87.36
CUST_00204,Female,37,Standard,22,0,12.0,621.0,,,1.0,0.0,80.84
CUST_00205,Male,32,Premium,30,0,16.6,643.6,,,1.0,0.0,97.34
CUST_00206,Female,56,Enterprise,28,0,16.0,597.5,2.0,2.0,4.0,0.0,89.225
CUST_00207,Female,41,Standard,23,1,14.0,508.0,,,3.0,0.0,85.50333333333333
CUST_00208,Female,31,Enterprise,4,0,20.75,624.0,,,1.0,1.0,42.01
CUST_00209,Male,21,Premium,3,0,16.0,607.5,,,2.0,0.0,114.61000000000001
CUST_00210,Male,56,Premium,61,0,14.333333333333334,501.6666666666667,3.0,3.0,3.0,0.0,93.2
CUST_00211,Male,26,Standard,4,0,13.5,565.6666666666666,,,1.0,0.0,94.67
CUST_00212,Male,45,Premium,65,0,14.0,490.5,,,2.0,0.0,93.84
CUST_00213,Male,45,Premium,12,0,16.666666666666668,680.6666666666666,1.0,1.0,2.0,0.0,80.92
CUST_00214,Male,43,Premium,13,1,11.0,762.0,,,3.0,0.0,80.74666666666667
CUST_00215,Male,31,Enterprise,34,0,12.0,600.2,2.0,2.0,1.0,0.0,50.7
CUST_00216,Female,35,Enterprise,59,0,13.8,641.0,2.0,1.0,1.0,0.0,104.38
CUST_00217,Male,42,Standard,31,1,18.0,638.0,5.0,4.0,2.0,0.0,103.405
CUST_00218,Female,59,Standard,71,0,,,2.0,2.0,1.0,0.0,79.33
CUST_00219,Male,28,Premium,13,1,13.333333333333334,616.6666666666666,,,3.0,0.0,89.86666666666667
CUST_00220,Male,51,Premium,54,0,14.0,530.0,1.0,0.0,2.0,0.0,99.12
CUST_00221,Male,34,Standard,2,1,14.666666666666666,653.0,,,2.0,0.0,72.11
CUST_00222,Female,56,Premium,33,0,20.0,746.0,1.0,1.0,3.0,0.0,67.51333333333334
CUST_00223,Female,32,Standard,50,0,15.0,655.8,2.0,1.0,2.0,0.0,60.285
CUST_00224,Female,24,Enterprise,7,0,14.0,541.8,1.0,0.0,3.0,0.0,91.91000000000001
CUST_00225,Female,30,Premium,18,0,16.0,500.5,2.0,1.0,3.0,1.0,81.92333333333333
CUST_00226,Male,29,Premium,51,0,17.0,633.0,,,2.0,0.0,80.095
CUST_00227,Female,32,Premium,8,1,16.875,569.75,1.0,1.0,1.0,0.0,64.19
CUST_00228,Male,60,Enterprise,55,0,14.0,547.0,1.0,1.0,3.0,2.0,79.98
CUST_00229,Male,65,Enterprise,43,1,13.0,743.6666666666666,,,1.0,0.0,77.24
CUST_00230,Female,69,Premium,59,0,15.0,560.5,1.0,1.0,,,
CUST_00231,Female,34,Standard,30,0,16.333333333333332,584.6666666666666,1.0,0.0,,,
CUST_00232,Female,61,Enterprise,59,0,15.666666666666666,537.6666666666666,1.0,1.0,3.0,0.0,86.99000000000001
CUST_00233,Female,26,Premium,9,0,16.25,549.75,,,3.0,0.0,85.19333333333333
CUST_00234,Female,59,Premium,68,0,16.333333333333332,666.0,,,3.0,0.0,66.72666666666667
CUST_00235,Female,47,Enterprise,39,1,16.6,593.2,1.0,1.0,3.0,0.0,83.64666666666666
CUST_00236,Female,51,Standard,11,0,14.4,562.8,2.0,1.0,2.0,0.0,74.87
CUST_00237,Female,54,Premium,2,0,19.333333333333332,500.0,1.0,1.0,3.0,0.0,88.75666666666666
CUST_00238,Male,34,Standard,23,0,11.666666666666666,467.0,,,3.0,1.0,75.19
CUST_00239,Female,67,Standard,63,0,16.5,579.5,2.0,1.0,2.0,0.0,81.38499999999999
CUST_00240,Female,55,Enterprise,22,1,13.5,566.25,,,,,
CUST_00241,Male,40,Premium,61,0,17.666666666666668,642.5,,,4.0,0.0,73.3075
CUST_00242,Female,25,Premium,26,0,14.833333333333334,626.3333333333334,,,2.0,0.0,101.9
CUST_00243,Male,20,Standard,12,0,21.0,664.0,2.0,1.0,,,
CUST_00244,Male,23,Enterprise,32,0,11.5,510.5,1.0,1.0,1.0,0.0,94.68
CUST_00245,Female,30,Enterprise,9,0,15.0,696.25,1.0,1.0,3.0,0.0,80.88
CUST_00246,Male,63,Enterprise,69,0,16.875,628.375,,,,,
CUST_00247,Male,45,Standard,71,1,16.8,507.0,,,1.0,0.0,72.95
CUST_00248,Male,56,Standard,33,0,12.5,581.0,1.0,0.0,1.0,0.0,110.81
CUST_00249,Male,42,Premium,24,0,17.6,543.2,1.0,0.0,3.0,0.0,97.41666666666667
CUST_00250,Female,48,Enterprise,69,1,16.333333333333332,677.6666666666666,1.0,1.0,2.0,0.0,110.34
CUST_00251,Male,40,Standard,38,0,13.0,657.5,3.0,1.0,2.0,0.0,87.275
CUST_00252,Female,67,Enterprise,11,1,17.0,616.75,2.0,2.0,2.0,0.0,88.49
CUST_00253,Male,64,Standard,32,0,14.0,418.0,1.0,1.0,1.0,0.0,110.49
CUST_00254,Male,64,Premium,64,0,,,,,2.0,0.0,113.205
CUST_00255,Male,68,Enterprise,20,0,14.0,537.5,,,,,
CUST_00256,Male,46,Standard,34,0,18.0,525.0,1.0,1.0,3.0,1.0,96.82
CUST_00257,Female,58,Enterprise,42,1,13.75,715.75,1.0,1.0,2.0,0.0,85.69
CUST_00258,Female,59,Standard,8,0,12.5,717.5,,,,,
CUST_00259,Male,32,Standard,66,1,17.75,611.75,1.0,0.0,2.0,0.0,76.215
CUST_00260,Male,42,Standard,21,1,13.5,571.5,1.0,1.0,4.0,0.0,75.785
CUST_00261,Female,35,Enterprise,70,0,24.0,389.0,,,2.0,0.0,87.895
CUST_00262,Male,49,Standard,5,1,13.666666666666666,532.6666666666666,1.0,0.0,2.0,0.0,86.455
CUST_00263,Male,23,Premium,67,0,14.666666666666666,688.6666666666666,1.0,1.0,1.0,0.0,70.4
CUST_00264,Male,59,Enterprise,43,0,13.666666666666666,575.6666666666666,1.0,1.0,1.0,0.0,93.17
CUST_00265,Female,35,Premium,16,0,16.666666666666668,666.0,,,,,
CUST_00266,Female,50,Premium,35,0,17.0,557.0,,,2.0,0.0,83.01
CUST_00267,Female,61,Enterprise,43,1,,,,,1.0,0.0,76.08
CUST_00268,Male,44,Standard,39,1,15.25,586.0,3.0,3.0,3.0,1.0,81.68666666666667
CUST_00269,Male,63,Premium,10,1,12.5,564.5,1.0,1.0,1.0,0.0,87.68
CUST_00270,Female,31,Enterprise,20,1,13.5,580.25,1.0,1.0,1.0,0.0,115.02
CUST_00271,Female,45,Standard,1,0,16.333333333333332,531.3333333333334,1.0,1.0,2.0,0.0,91.61500000000001
CUST_00272,Female,56,Enterprise,6,0,16.333333333333332,632.6666666666666,,,1.0,0.0,73.79
CUST_00273,Female,67,Enterprise,53,0,17.5,592.0,,,4.0,0.0,78.9
CUST_00274,Male,52,Enterprise,46,1,12.0,481.0,,,4.0,0.0,91.465
CUST_00275,Female,47,Standard,66,0,12.5,560.0,2.0,2.0,2.0,0.0,63.519999999999996
CUST_00276,Male,28,Premium,38,1,15.2,590.0,,,2.0,0.0,105.63
CUST_00277,Female,31,Premium,33,1,17.666666666666668,526.6666666666666,,,1.0,0.0,118.8
CUST_00278,Male,24,Enterprise,67,0,17.0,704.0,,,2.0,0.0,65.755
CUST_00279,Female,47,Enterprise,35,0,13.8,598.4,,,2.0,1.0,79.455
CUST_00280,Female,54,Standard,45,0,16.333333333333332,575.3333333333334,1.0,0.0,3.0,0.0,90.05
CUST_00281,Female,24,Enterprise,22,1,18.0,506.0,2.0,2.0,2.0,0.0,77.18
CUST_00282,Female,53,Enterprise,68,1,10.0,566.0,1.0,1.0,4.0,1.0,82.98
CUST_00283,Male,65,Enterprise,17,0,12.5,647.5,1.0,1.0,3.0,0.0,86.25
CUST_00284,Female,53,Premium,5,1,14.0,525.3333333333334,1.0,1.0,6.0,0.0,84.74166666666666
CUST_00285,Male,32,Enterprise,57,0,16.25,607.0,,,,,
CUST_00286,Male,58,Premium,40,0,15.0,347.0,,,1.0,0.0,89.02
CUST_00287,Male,61,Standard,30,0,15.0,527.4,2.0,1.0,2.0,0.0,64.375
CUST_00288,Male,64,Standard,42,0,11.5,549.0,2.0,2.0,2.0,0.0,67.79
CUST_00289,Female,67,Premium,7,0,13.25,625.75,2.0,2.0,1.0,0.0,68.72
