customer_id,month,logins,active_minutes
CUST_01524,2025-01,13,438
CUST_07226,2024-12,9,514
CUST_00892,2025-01,18,646
CUST_08819,2024-12,15,535
CUST_05323,2024-11,9,753
CUST_03021,2024-12,17,713
CUST_01454,2025-01,17,704
CUST_00552,2024-12,12,672
CUST_00675,2025-01,18,665
CUST_07760,2024-11,12,347
CUST_09785,2025-01,12,541
CUST_04397,2025-01,9,509
CUST_03264,2024-11,16,335
CUST_04993,2024-11,14,481
CUST_08807,2024-12,12,526
CUST_04227,2024-11,13,657
CUST_09823,2025-01,11,638
CUST_05289,2024-12,14,554
CUST_09136,2024-11,12,684
CUST_04980,2025-01,16,587
CUST_07814,2024-11,22,470
CUST_05666,2025-01,10,573
CUST_07647,2024-11,12,420
CUST_07371,2024-12,11,749
CUST_08662,2024-12,20,636
CUST_01955,2024-12,19,688
CUST_02396,2025-01,21,557
CUST_02090,2024-12,10,651
CUST_02823,2024-12,17,556
CUST_02529,2024-12,16,627
CUST_07544,2025-01,23,622
CUST_04173,2024-12,17,432
CUST_09251,2024-12,15,599
CUST_06959,2024-11,16,525
CUST_08838,2025-01,22,642
CUST_09545,2024-12,11,737
CUST_08955,2024-12,17,775
CUST_02326,2024-12,20,876
CUST_00458,2024-11,19,530
CUST_08883,2024-11,14,689
CUST_02572,2024-11,11,822
CUST_05940,2024-12,15,762
CUST_02539,2025-01,14,526
CUST_04169,2025-01,15,599
CUST_09010,2024-11,12,598
CUST_06073,2024-12,20,633
CUST_08710,2025-01,15,802
CUST_04470,2024-12,22,726
CUST_07473,2024-11,12,517
CUST_03991,2024-11,12,686
CUST_08534,2024-12,16,671
CUST_06808,2025-01,8,783
CUST_06187,2025-01,13,673
CUST_07608,2024-11,18,558
CUST_06308,2024-12,9,744
CUST_04531,2024-11,11,878
CUST_05126,2025-01,15,565
CUST_00443,2024-12,18,480
CUST_03704,2024-12,12,595
CUST_01900,2024-11,13,693
CUST_09709,2024-12,17,518
CUST_01556,2024-12,11,667
CUST_08289,2024-12,16,559
CUST_01044,2024-12,20,369
CUST_08659,2024-11,14,539
CUST_08545,2024-12,15,593
CUST_00071,2025-01,10,820
CUST_09567,2024-11,16,493
CUST_01075,2024-12,11,545
CUST_09437,2024-11,19,595
CUST_09215,2025-01,18,658
CUST_09181,2024-12,14,593
CUST_04555,2024-12,18,736
CUST_05286,2024-11,14,428
CUST_04462,2024-11,16,895
CUST_03721,2024-11,20,610
CUST_03107,2024-11,18,538
CUST_04702,2024-11,18,482
CUST_02575,2024-12,11,455
CUST_03046,2024-11,13,548
CUST_00748,2024-11,19,572
CUST_01699,2024-11,14,658
CUST_08793,2025-01,20,551
CUST_04715,2024-12,20,559
CUST_08446,2024-11,15,697
CUST_02724,2024-12,16,450
CUST_05319,2024-12,16,667
CUST_00835,2024-11,14,784
CUST_01850,2025-01,12,581
CUST_04764,2025-01,11,519
CUST_03102,2024-12,12,608
CUST_03649,2024-11,17,558
CUST_06744,2024-12,19,487
CUST_02533,2024-12,14,699
CUST_02306,2024-11,16,389
CUST_00493,2025-01,21,522
CUST_09322,2024-12,12,354
CUST_05700,2024-12,12,380
CUST_06933,2024-12,16,431
CUST_04040,2024-12,11,747
CUST_01776,2024-12,16,597
CUST_01867,2024-11,22,757
CUST_02734,2025-01,12,621
CUST_03331,2024-11,10,624
CUST_03440,2024-11,19,436
CUST_00209,2024-11,21,497
CUST_08106,2025-01,10,774
CUST_05108,2024-11,18,657
CUST_02729,2025-01,22,741
CUST_08122,2024-12,15,631
CUST_04770,2024-12,13,570
CUST_04200,2024-11,18,706
CUST_03761,2024-12,7,721
CUST_09339,2024-12,22,473
CUST_06943,2024-12,16,697
CUST_09482,2024-11,18,603
CUST_03114,2024-11,18,620
CUST_02700,2025-01,10,759
CUST_06694,2024-12,13,639
CUST_08865,2024-11,18,512
CUST_06759,2024-12,18,622
CUST_08948,2024-11,21,720
CUST_05184,2025-01,10,609
CUST_04296,2025-01,15,627
CUST_08048,2024-11,11,684
CUST_04337,2024-12,13,678
CUST_09679,2025-01,12,1007
CUST_09159,2024-11,17,553
CUST_03012,2025-01,13,550
CUST_02352,2024-11,24,725
CUST_04409,2025-01,22,728
CUST_06621,2024-11,13,517
CUST_02843,2025-01,17,651
CUST_00882,2025-01,17,513
CUST_00497,2024-11,13,760
CUST_06214,2025-01,8,662
CUST_01905,2024-11,15,538
CUST_01540,2025-01,16,458
CUST_07189,2025-01,16,424
CUST_01998,2024-11,10,605
CUST_01332,2025-01,20,739
CUST_03366,2025-01,8,484
CUST_09764,2024-11,13,739
CUST_07229,2024-12,15,686
CUST_05340,2024-11,12,704
CUST_07526,2024-12,15,487
CUST_03454,2025-01,21,641
CUST_03816,2024-12,16,511
CUST_05637,2024-12,19,662
CUST_01360,2024-11,19,676
CUST_06305,2024-12,19,601
CUST_05974,2024-12,13,899
CUST_00563,2025-01,12,642
CUST_06301,2024-11,13,757
CUST_06156,2024-11,14,563
CUST_00733,2024-12,12,608
CUST_08944,2025-01,11,433
CUST_05174,2024-11,17,714
CUST_02974,2025-01,10,552
CUST_06714,2024-12,17,417
CUST_03986,2024-12,15,570
CUST_05829,2024-11,15,612
CUST_01785,2024-12,19,715
CUST_02633,2025-01,16,554
CUST_07080,2025-01,9,730
CUST_02092,2024-12,11,609
CUST_07814,2024-12,23,623
CUST_09997,2025-01,8,456
CUST_07435,2024-12,17,644
CUST_01248,2024-12,21,674
CUST_08407,2024-12,7,648
CUST_03945,2025-01,6,578
CUST_01725,2024-12,14,533
CUST_02701,2025-01,17,279
CUST_09392,2024-11,16,774
CUST_01540,2024-12,13,585
CUST_05842,2024-12,11,570
CUST_04802,2024-12,12,545
CUST_00512,2024-11,9,595
CUST_07271,2024-12,15,796
CUST_08173,2025-01,13,651
CUST_06088,2024-12,23,588
CUST_00802,2025-01,18,426
CUST_05388,2025-01,13,376
CUST_07539,2025-01,13,510
CUST_07076,2025-01,14,717
CUST_00901,2025-01,18,693
CUST_06876,2024-12,11,666
CUST_04158,2024-12,15,596
CUST_01788,2024-12,18,665
CUST_04600,2025-01,18,611
CUST_01699,2024-11,15,761
CUST_06678,2024-12,16,729
CUST_05749,2024-12,14,474
CUST_09400,2024-12,18,653
CUST_02993,2025-01,15,425
CUST_01594,2024-12,12,801
CUST_03441,2025-01,16,491
CUST_01838,2024-12,10,751
CUST_07908,2024-12,15,611
CUST_02902,2025-01,12,476
CUST_07405,2025-01,25,473
CUST_07047,2024-12,13,811
CUST_02339,2025-01,12,625
CUST_04521,2025-01,11,620
CUST_04928,2025-01,12,320
CUST_00499,2024-11,20,804
CUST_03627,2025-01,15,531
CUST_09036,2025-01,18,642
CUST_09252,2024-11,18,426
CUST_05645,2025-01,20,670
CUST_02681,2024-11,11,612
CUST_09612,2024-12,21,665
CUST_08941,2024-12,12,558
CUST_09237,2024-12,10,675
CUST_04590,2025-01,16,417
CUST_03474,2024-11,10,610
CUST_01226,2024-12,14,584
CUST_02973,2025-01,15,781
CUST_05045,2024-12,11,570
CUST_09561,2024-12,8,567
CUST_01038,2024-12,13,582
CUST_01787,2025-01,21,611
CUST_09844,2024-11,13,394
CUST_04715,2024-11,15,581
CUST_04722,2024-11,21,577
CUST_08611,2024-11,14,450
CUST_02897,2025-01,20,745
CUST_04584,2025-01,18,731
CUST_06319,2025-01,17,436
CUST_03302,2024-12,16,732
CUST_00795,2024-11,11,602
CUST_05437,2025-01,15,592
CUST_02809,2024-12,18,564
CUST_00466,2024-12,17,677
CUST_09546,2024-12,15,544
CUST_00272,2024-11,15,502
CUST_06308,2025-01,10,782
CUST_03489,2024-12,11,637
CUST_03651,2025-01,13,679
CUST_07135,2024-12,11,821
CUST_00955,2024-12,10,638
CUST_05386,2025-01,16,654
CUST_07897,2024-12,20,677
CUST_03409,2024-12,22,501
CUST_01919,2024-12,18,558
CUST_02932,2024-11,19,579
CUST_07775,2024-12,13,763
CUST_08379,2024-11,23,775
CUST_00207,2024-11,16,685
CUST_00073,2025-01,20,671
CUST_08043,2024-11,18,508
CUST_04768,2024-12,13,529
CUST_07561,2024-11,16,349
CUST_09241,2025-01,9,690
CUST_04969,2025-01,13,567
CUST_07704,2024-12,14,420
CUST_05889,2024-11,15,651
CUST_08019,2024-11,14,772
CUST_08706,2025-01,14,652
CUST_05919,2025-01,5,659
CUST_00279,2025-01,16,660
CUST_04855,2025-01,15,783
CUST_08747,2025-01,13,663
CUST_05152,2024-11,18,763
CUST_07461,2024-11,17,720
CUST_07791,2024-11,18,291
CUST_00290,2024-12,12,638
CUST_04880,2024-12,18,603
CUST_07983,2024-12,17,788
CUST_07723,2024-11,12,589
CUST_07968,2024-11,16,513
CUST_01622,2024-12,14,892
CUST_03551,2024-11,17,639
CUST_04178,2025-01,14,694
CUST_03275,2024-12,19,485
CUST_05257,2024-11,17,676
CUST_08274,2025-01,19,578
CUST_03995,2024-12,11,478
CUST_05806,2024-11,11,654
CUST_08839,2024-11,8,641
CUST_06762,2025-01,17,590
CUST_03692,2024-12,12,538
CUST_01757,2024-11,11,652
CUST_04955,2025-01,11,672
CUST_06462,2024-11,21,558
CUST_05964,2024-11,17,737
CUST_07414,2024-12,6,559
CUST_07204,2024-12,9,479
CUST_06848,2024-11,10,674
CUST_00725,2024-11,13,580
CUST_01107,2024-12,18,702
CUST_04348,2024-11,13,222
CUST_08086,2024-11,12,539
CUST_07073,2024-11,14,512
CUST_00824,2025-01,13,692
CUST_04602,2025-01,14,540
CUST_09926,2024-12,20,399
CUST_07492,2024-11,17,446
CUST_00350,2024-11,10,406
CUST_05202,2025-01,14,646
CUST_02173,2024-12,14,607
CUST_09026,2024-12,16,529
CUST_07894,2024-11,16,524
CUST_04991,2024-11,15,330
CUST_03002,2025-01,14,701
CUST_02509,2025-01,13,644
CUST_02672,2024-12,20,692
CUST_03442,2025-01,12,557
CUST_04158,2025-01,16,666
CUST_04121,2024-12,17,620
CUST_07807,2024-12,21,788
CUST_06237,2024-12,13,642
CUST_07026,2024-11,14,547
CUST_08141,2024-11,15,542
CUST_07179,2025-01,19,630
CUST_05797,2025-01,13,528
CUST_00297,2025-01,17,436
CUST_06080,2024-11,13,489
CUST_07746,2024-11,15,542
CUST_07334,2024-12,16,731
CUST_03938,2024-12,14,488
CUST_07932,2024-11,14,578
CUST_07925,2024-11,17,580
CUST_01594,2024-11,14,572
CUST_03215,2025-01,5,818
CUST_09673,2024-12,11,642
CUST_04379,2025-01,16,351
CUST_03182,2024-12,16,393
CUST_04445,2024-11,17,657
CUST_07571,2025-01,16,433
CUST_09965,2024-12,13,662
CUST_01351,2025-01,20,629
CUST_09509,2024-11,10,581
CUST_05613,2024-12,13,530
CUST_00211,2024-11,19,626
CUST_01274,2024-12,10,516
CUST_04262,2025-01,9,544
CUST_05967,2024-12,12,509
CUST_03734,2025-01,17,679
CUST_09377,2024-11,16,601
CUST_07775,2024-11,14,597
CUST_09066,2024-12,13,685
CUST_05538,2024-11,12,408
CUST_04502,2024-12,12,469
CUST_02485,2025-01,22,495
CUST_07254,2024-12,16,614
CUST_04370,2024-12,17,416
CUST_05534,2024-12,13,550
CUST_06705,2024-11,12,761
CUST_03398,2025-01,13,512
CUST_06255,2024-12,15,547
CUST_04887,2025-01,16,807
CUST_06445,2024-11,15,434
CUST_08327,2024-12,15,408
CUST_00332,2024-12,23,554
CUST_09218,2025-01,19,638
CUST_03233,2025-01,14,574
CUST_01535,2025-01,17,838
CUST_02124,2024-12,16,579
CUST_02232,2024-12,7,475
CUST_03957,2025-01,14,553
CUST_07647,2025-01,8,385
CUST_05282,2025-01,17,596
CUST_05140,2024-11,21,604
CUST_07744,2024-12,13,704
CUST_05697,2025-01,13,533
CUST_00952,2024-11,16,461
CUST_03369,2024-12,9,647
CUST_06442,2024-11,17,597
CUST_06553,2025-01,13,693
CUST_06830,2024-11,9,410
CUST_00164,2024-11,21,370
CUST_07249,2025-01,8,465
CUST_02705,2025-01,14,494
CUST_09931,2024-12,17,654
CUST_00103,2024-11,13,441
CUST_07297,2025-01,17,659
CUST_04691,2025-01,22,401
CUST_04215,2025-01,17,602
CUST_06402,2024-12,10,835
CUST_01127,2024-11,13,791
CUST_00363,2025-01,18,806
CUST_09761,2024-11,14,530
CUST_08061,2025-01,8,813
CUST_00368,2025-01,18,672
CUST_03949,2024-11,11,642
CUST_05053,2024-11,10,481
CUST_05863,2024-12,11,468
CUST_05304,2024-12,10,453
CUST_06537,2024-11,12,538
CUST_07511,2025-01,16,598
CUST_05350,2024-12,8,663
CUST_02092,2024-11,14,700
CUST_09707,2024-12,14,404
CUST_00594,2024-11,12,515
CUST_01445,2025-01,5,733
CUST_03622,2024-12,21,543
CUST_00765,2024-12,14,597
CUST_06040,2024-12,14,508
CUST_09532,2024-12,14,710
CUST_09778,2024-11,13,534
CUST_06436,2024-11,17,703
CUST_04631,2024-12,13,732
CUST_08825,2025-01,18,276
CUST_06609,2024-11,17,756
CUST_06192,2024-11,15,714
CUST_08153,2025-01,10,779
CUST_04756,2024-12,16,494
CUST_08650,2024-12,13,616
CUST_06840,2024-11,18,591
CUST_06905,2025-01,21,536
CUST_09872,2025-01,11,780
CUST_04850,2024-11,17,699
CUST_01893,2024-12,16,665
CUST_00508,2024-12,15,556
CUST_00735,2025-01,11,858
CUST_06353,2025-01,19,530
CUST_02751,2025-01,17,562
CUST_02843,2025-01,19,508
CUST_08483,2025-01,15,306
CUST_00811,2025-01,18,618
CUST_02097,2025-01,12,667
CUST_00649,2025-01,11,636
CUST_02597,2025-01,24,736
CUST_00560,2024-11,12,363
CUST_08961,2024-12,10,704
CUST_04651,2024-11,10,695
CUST_00503,2024-11,16,662
CUST_08819,2025-01,15,584
CUST_03862,2025-01,16,711
CUST_06651,2025-01,17,738
CUST_02174,2024-11,9,716
CUST_03527,2025-01,16,565
CUST_05423,2025-01,20,758
CUST_06502,2024-12,13,578
CUST_07723,2025-01,14,654
CUST_08825,2024-12,15,818
CUST_06102,2024-11,10,701
CUST_07988,2024-12,14,613
CUST_05152,2025-01,18,555
CUST_00500,2025-01,14,707
CUST_01563,2024-12,16,663
CUST_04075,2024-12,12,743
CUST_01174,2025-01,15,486
CUST_09790,2024-12,12,652
CUST_07686,2024-12,13,653
CUST_02158,2025-01,23,711
CUST_01984,2024-11,18,731
CUST_07299,2024-11,18,666
CUST_00519,2025-01,20,672
CUST_01328,2024-12,13,657
CUST_07196,2024-11,11,442
CUST_06993,2024-12,14,665
CUST_09124,2025-01,11,721
CUST_07518,2024-12,13,405
CUST_09733,2024-11,14,668
CUST_07659,2024-12,18,727
CUST_00407,2024-11,16,688
CUST_01531,2024-12,17,617
CUST_00623,2024-11,20,631
CUST_02766,2024-12,15,431
CUST_04647,2024-11,19,613
CUST_02827,2024-11,19,501
CUST_04415,2025-01,15,575
CUST_00666,2024-12,10,462
CUST_08819,2024-11,13,577
CUST_03276,2024-12,13,555
CUST_09976,2024-12,13,548
CUST_05605,2025-01,19,471
CUST_01133,2024-11,20,725
CUST_01509,2024-11,18,725
CUST_01858,2024-12,14,677
CUST_09807,2025-01,16,594
CUST_06219,2024-11,18,562
CUST_04705,2024-11,15,546
CUST_05617,2024-12,13,530
CUST_04574,2024-11,6,593
CUST_07556,2024-12,13,580
CUST_04683,2024-11,15,437
CUST_02411,2024-11,15,880
CUST_00308,2025-01,13,667
CUST_07230,2024-11,11,537
CUST_04362,2024-11,8,443
CUST_06176,2025-01,18,331
CUST_01832,2024-11,13,701
CUST_06183,2024-12,15,649
CUST_06879,2024-12,9,578
CUST_06410,2025-01,17,622
CUST_02000,2024-11,21,653
CUST_08858,2025-01,21,516
CUST_01684,2025-01,19,755
CUST_05617,2024-11,14,631
CUST_06782,2024-11,18,667
CUST_03076,2024-11,7,598
CUST_05116,2025-01,12,653
CUST_08637,2025-01,16,699
CUST_04383,2025-01,16,521
CUST_08024,2024-11,10,726
CUST_09273,2025-01,12,699
CUST_05786,2025-01,11,652
CUST_03751,2024-11,12,709
CUST_07785,2024-11,20,653
CUST_06095,2025-01,14,513
CUST_08031,2024-12,14,754
CUST_01545,2025-01,12,586
CUST_04831,2024-12,21,844
CUST_08305,2025-01,20,587
CUST_08963,2024-12,13,684
CUST_05515,2024-11,9,769
CUST_01012,2024-11,17,574
CUST_07396,2025-01,10,497
CUST_07954,2024-11,13,553
CUST_09444,2025-01,20,645
CUST_07534,2025-01,15,731
CUST_04203,2024-11,15,614
CUST_04377,2024-12,10,578
CUST_02668,2025-01,20,691
CUST_06533,2024-12,13,402
CUST_09619,2024-12,15,738
CUST_03241,2024-11,20,547
CUST_00877,2025-01,19,583
CUST_01198,2024-11,15,716
CUST_00453,2025-01,21,510
CUST_04604,2024-12,8,442
CUST_09455,2025-01,12,697
CUST_02143,2024-12,16,474
CUST_06345,2024-11,19,653
CUST_07204,2024-11,12,566
CUST_03058,2024-11,10,561
CUST_02856,2025-01,11,711
CUST_09103,2025-01,11,668
CUST_09659,2024-11,14,447
CUST_00440,2025-01,17,564
CUST_00995,2025-01,16,715
CUST_02111,2025-01,15,660
CUST_04100,2024-12,9,496
CUST_06215,2025-01,12,896
CUST_03468,2024-11,6,664
CUST_06473,2024-11,19,398
CUST_05266,2025-01,14,644
CUST_06492,2024-12,15,635
CUST_04460,2024-12,17,691
CUST_08714,2024-12,11,368
CUST_08897,2024-11,19,687
CUST_01759,2024-11,25,751
CUST_00249,2025-01,16,341
CUST_04996,2025-01,17,840
CUST_04344,2025-01,22,478
CUST_09566,2024-12,17,618
CUST_06591,2025-01,20,622
CUST_07708,2025-01,18,526
CUST_06482,2025-01,18,438
CUST_09295,2025-01,14,568
CUST_06238,2025-01,14,445
CUST_08450,2024-11,17,628
CUST_09339,2024-11,13,690
CUST_07096,2024-12,16,469
CUST_00904,2024-12,17,701
CUST_05042,2024-12,16,722
CUST_07895,2024-11,17,478
CUST_07456,2024-11,17,507
CUST_02139,2025-01,23,644
CUST_05143,2024-12,21,489
CUST_03178,2025-01,16,624
CUST_04147,2024-11,15,676
CUST_04389,2025-01,14,311
CUST_02347,2025-01,12,568
CUST_05501,2025-01,13,622
CUST_01591,2025-01,11,551
CUST_02241,2024-11,17,347
CUST_03628,2024-11,15,517
CUST_09046,2024-11,11,569
CUST_00750,2024-11,18,400
CUST_07911,2024-12,21,604
CUST_08430,2024-12,10,656
CUST_06535,2025-01,15,621
CUST_02695,2025-01,12,488
CUST_06156,2025-01,12,641
CUST_04636,2025-01,11,477
CUST_09508,2024-12,15,573
CUST_02304,2024-11,19,677
CUST_00107,2025-01,16,591
CUST_01604,2024-12,17,546
CUST_01908,2024-12,15,575
CUST_02230,2025-01,22,726
CUST_07921,2025-01,14,586
CUST_08558,2024-12,21,649
CUST_07163,2024-12,17,524
CUST_07701,2025-01,13,451
CUST_03594,2024-11,20,335
CUST_02921,2024-11,14,512
CUST_01740,2025-01,21,408
CUST_02818,2025-01,17,579
CUST_01353,2024-11,11,538
CUST_08643,2024-12,14,694
CUST_06140,2025-01,16,500
CUST_04416,2025-01,15,469
CUST_09076,2024-11,17,746
CUST_06017,2025-01,16,731
CUST_06993,2024-12,17,653
CUST_00742,2024-12,23,649
CUST_05589,2025-01,16,658
CUST_07005,2024-12,20,565
CUST_07628,2024-12,14,336
CUST_08002,2024-12,18,450
CUST_02562,2025-01,14,780
CUST_01260,2025-01,19,736
CUST_07239,2025-01,21,680
CUST_07439,2024-12,17,575
CUST_02334,2024-11,9,500
CUST_06230,2024-11,26,442
CUST_08577,2024-11,20,811
CUST_00602,2024-12,17,748
CUST_00442,2024-11,13,851
CUST_03307,2025-01,10,609
CUST_07841,2024-12,23,717
CUST_05856,2024-11,12,459
CUST_03301,2024-12,14,852
CUST_02301,2024-12,18,595
CUST_07095,2025-01,16,774
CUST_07841,2024-12,12,505
CUST_04450,2025-01,14,713
CUST_03566,2025-01,12,557
CUST_06553,2024-11,8,611
