payment_id,customer_id,amount,status
PAY_00259,CUST_02064,88.79,Success
PAY_00260,CUST_00315,93.25,Success
PAY_00261,CUST_09397,86.07,Success
PAY_00262,CUST_04086,69.53,Success
PAY_00263,CUST_07503,97.99,Success
PAY_00264,CUST_04668,67.28,Success
PAY_00265,CUST_00393,53.88,Success
PAY_00266,CUST_09692,30.96,Success
PAY_00267,CUST_08585,75.4,Success
PAY_00268,CUST_04540,100.67,Success
PAY_00269,CUST_04469,74.05,Success
PAY_00270,CUST_07373,85.63,Success
PAY_00271,CUST_04968,84.34,Success
PAY_00272,CUST_09838,77.9,Success
PAY_00273,CUST_01762,79.23,Success
PAY_00274,CUST_07365,82.33,Failed
PAY_00275,CUST_07968,43.67,Success
PAY_00276,CUST_06702,60.51,Success
PAY_00277,CUST_05560,104.74,Success
PAY_00278,CUST_09744,82.88,Success
PAY_00279,CUST_03846,65.23,Success
PAY_00280,CUST_01955,73.59,Success
PAY_00281,CUST_02205,73.6,Success
PAY_00282,CUST_03404,78.41,Success
PAY_00283,CUST_05752,155.44,Success
PAY_00284,CUST_07154,64.39,Success
PAY_00285,CUST_09148,54.59,Success
PAY_00286,CUST_04209,79.49,Failed
PAY_00287,CUST_05353,53.75,Success
PAY_00288,CUST_01527,111.8,Success
PAY_00289,CUST_01868,82.57,Success
PAY_00290,CUST_05050,106.96,Success
PAY_00291,CUST_06291,74.09,Success
PAY_00292,CUST_01592,108.27,Success
PAY_00293,CUST_00760,65.28,Success
PAY_00294,CUST_00902,63.63,Success
PAY_00295,CUST_09456,86.96,Success
PAY_00296,CUST_02925,97.36,Success
PAY_00297,CUST_07065,64.5,Success
PAY_00298,CUST_00571,77.92,Success
PAY_00299,CUST_05427,111.65,Success
PAY_00300,CUST_03801,35.33,Success
PAY_00301,CUST_05890,90.62,Success
PAY_00302,CUST_05677,85.43,Success
PAY_00303,CUST_09221,52.01,Success
PAY_00304,CUST_04883,107.97,Success
PAY_00305,CUST_03358,25.98,Success
PAY_00306,CUST_09033,76.02,Success
PAY_00307,CUST_08762,86.52,Success
PAY_00308,CUST_00309,103.2,Success
PAY_00309,CUST_02406,99.75,Success
PAY_00310,CUST_04391,95.23,Success
PAY_00311,CUST_02139,92.69,Success
PAY_00312,CUST_08262,70.33,Success
PAY_00313,CUST_00422,148.19,Success
PAY_00314,CUST_07622,45.0,Success
PAY_00315,CUST_07326,87.18,Success
PAY_00316,CUST_03656,70.86,Success
PAY_00317,CUST_04816,103.66,Success
PAY_00318,CUST_09398,107.63,Success
PAY_00319,CUST_01510,99.29,Success
PAY_00320,CUST_05626,51.31,Success
PAY_00321,CUST_09586,58.49,Success
PAY_00322,CUST_04471,72.06,Success
PAY_00323,CUST_09010,103.26,Success
PAY_00324,CUST_03877,120.2,Success
PAY_00325,CUST_00850,70.32,Success
PAY_00326,CUST_01388,90.9,Success
PAY_00327,CUST_04696,81.48,Success
PAY_00328,CUST_09354,82.6,Success
PAY_00329,CUST_07109,68.64,Success
PAY_00330,CUST_04120,80.71,Success
PAY_00331,CUST_09586,77.85,Success
PAY_00332,CUST_06648,47.06,Success
PAY_00333,CUST_05818,60.9,Success
PAY_00334,CUST_07680,83.7,Failed
PAY_00335,CUST_04552,101.48,Success
PAY_00336,CUST_02015,97.48,Success
PAY_00337,CUST_06279,84.83,Success
PAY_00338,CUST_04013,65.15,Success
PAY_00339,CUST_08354,93.06,Success
PAY_00340,CUST_09470,97.3,Failed
PAY_00341,CUST_00741,65.64,Success
PAY_00342,CUST_02920,62.02,Success
PAY_00343,CUST_03491,67.73,Success
PAY_00344,CUST_05698,82.95,Success
PAY_00345,CUST_07910,47.64,Success
PAY_00346,CUST_03484,98.22,Success
PAY_00347,CUST_03742,82.69,Success
PAY_00348,CUST_02993,61.86,Success
PAY_00349,CUST_08922,100.0,Success
PAY_00350,CUST_08133,79.8,Success
PAY_00351,CUST_01450,91.18,Success
PAY_00352,CUST_01501,97.59,Success
PAY_00353,CUST_04131,101.7,Success
PAY_00354,CUST_08310,47.71,Success
PAY_00355,CUST_08347,82.64,Success
PAY_00356,CUST_05481,109.44,Success
PAY_00357,CUST_00174,41.72,Success
PAY_00358,CUST_03301,82.4,Success
PAY_00359,CUST_00680,103.87,Success
PAY_00360,CUST_01310,74.07,Success
PAY_00361,CUST_05080,82.85,Success
PAY_00362,CUST_07780,63.25,Success
PAY_00363,CUST_01549,77.99,Success
PAY_00364,CUST_04908,82.38,Success
PAY_00365,CUST_03954,82.33,Failed
PAY_00366,CUST_02409,89.21,Success
PAY_00367,CUST_06058,42.37,Success
PAY_00368,CUST_08011,88.75,Success
PAY_00369,CUST_08244,61.1,Success
PAY_00370,CUST_00667,43.55,Success
PAY_00371,CUST_08114,93.19,Success
PAY_00372,CUST_07244,124.98,Success
PAY_00373,CUST_08144,57.68,Success
PAY_00374,CUST_06897,104.7,Success
PAY_00375,CUST_02441,75.83,Success
PAY_00376,CUST_01557,94.31,Success
PAY_00377,CUST_03055,67.25,Failed
PAY_00378,CUST_09901,98.09,Success
PAY_00379,CUST_00318,62.56,Success
PAY_00380,CUST_04711,71.78,Success
PAY_00381,CUST_09930,87.78,Success
PAY_00382,CUST_09915,106.24,Success
PAY_00383,CUST_08631,92.62,Success
PAY_00384,CUST_01156,79.82,Failed
PAY_00385,CUST_00930,57.57,Success
PAY_00386,CUST_05432,116.81,Success
PAY_00387,CUST_04115,68.04,Success
PAY_00388,CUST_02332,67.65,Success
PAY_00389,CUST_09746,94.05,Success
PAY_00390,CUST_01295,74.58,Success
PAY_00391,CUST_08080,75.55,Success
PAY_00392,CUST_00139,93.66,Failed
PAY_00393,CUST_04169,93.54,Success
PAY_00394,CUST_06652,92.47,Success
PAY_00395,CUST_03490,74.44,Success
PAY_00396,CUST_01614,89.92,Success
PAY_00397,CUST_00661,78.51,Success
PAY_00398,CUST_00252,89.85,Success
PAY_00399,CUST_04430,83.77,Success
PAY_00400,CUST_06854,120.53,Failed
PAY_00401,CUST_09282,67.14,Success
PAY_00402,CUST_06715,64.37,Success
PAY_00403,CUST_01137,90.95,Success
PAY_00404,CUST_06354,62.41,Success
PAY_00405,CUST_07803,117.23,Success
PAY_00406,CUST_06115,95.12,Failed
PAY_00407,CUST_07667,128.88,Failed
PAY_00408,CUST_05730,61.47,Success
PAY_00409,CUST_03754,71.76,Success
PAY_00410,CUST_02186,79.83,Success
PAY_00411,CUST_07145,66.01,Success
PAY_00412,CUST_05300,63.53,Success
PAY_00413,CUST_08662,67.5,Success
PAY_00414,CUST_06461,103.63,Success
PAY_00415,CUST_01721,96.01,Success
PAY_00416,CUST_07339,51.34,Success
PAY_00417,CUST_03371,98.69,Success
PAY_00418,CUST_04861,74.42,Success
PAY_00419,CUST_06294,107.54,Success
PAY_00420,CUST_05438,30.19,Success
PAY_00421,CUST_08362,71.5,Success
PAY_00422,CUST_01235,84.02,Success
PAY_00423,CUST_02903,74.74,Success
PAY_00424,CUST_08425,90.93,Success
PAY_00425,CUST_02043,109.26,Success
PAY_00426,CUST_09271,52.45,Success
PAY_00427,CUST_07276,76.19,Success
PAY_00428,CUST_07935,92.6,Failed
PAY_00429,CUST_08265,69.48,Success
PAY_00430,CUST_08534,61.26,Success
PAY_00431,CUST_02445,73.35,Success
PAY_00432,CUST_09105,91.84,Success
PAY_00433,CUST_01947,94.6,Success
PAY_00434,CUST_00963,44.98,Success
PAY_00435,CUST_04452,65.94,Success
PAY_00436,CUST_07313,79.29,Success
PAY_00437,CUST_04322,94.2,Success
PAY_00438,CUST_04893,106.99,Success
PAY_00439,CUST_02002,85.98,Success
PAY_00440,CUST_09908,46.08,Success
PAY_00441,CUST_07347,83.79,Success
PAY_00442,CUST_01357,55.99,Failed
PAY_00443,CUST_00610,55.21,Success
PAY_00444,CUST_04482,105.28,Success
PAY_00445,CUST_08654,51.94,Success
PAY_00446,CUST_07352,84.78,Failed
PAY_00447,CUST_07108,84.7,Success
PAY_00448,CUST_04197,100.09,Success
PAY_00449,CUST_08044,83.89,Success
PAY_00450,CUST_09259,52.66,Success
PAY_00451,CUST_06130,83.06,Success
PAY_00452,CUST_04688,90.66,Success
PAY_00453,CUST_00947,64.99,Success
PAY_00454,CUST_02631,101.57,Success
PAY_00455,CUST_07378,86.99,Success
PAY_00456,CUST_04874,93.75,Success
PAY_00457,CUST_03051,81.13,Success
PAY_00458,CUST_03271,49.5,Success
PAY_00459,CUST_09360,88.17,Success
PAY_00460,CUST_08129,103.61,Success
PAY_00461,CUST_09914,75.08,Success
PAY_00462,CUST_05143,97.81,Success
PAY_00463,CUST_04199,68.72,Success
PAY_00464,CUST_03481,51.49,Success
PAY_00465,CUST_00443,79.97,Success
PAY_00466,CUST_03791,104.46,Success
PAY_00467,CUST_04978,88.24,Success
PAY_00468,CUST_00538,52.63,Success
PAY_00469,CUST_09059,57.06,Success
PAY_00470,CUST_09356,81.83,Success
PAY_00471,CUST_00214,60.31,Success
PAY_00472,CUST_04571,63.09,Success
PAY_00473,CUST_04105,78.81,Success
PAY_00474,CUST_04288,49.21,Success
PAY_00475,CUST_04584,85.96,Success
PAY_00476,CUST_05658,71.92,Success
PAY_00477,CUST_06198,90.97,Success
PAY_00478,CUST_00653,85.97,Success
PAY_00479,CUST_01531,19.56,Success
PAY_00480,CUST_09797,73.59,Success
PAY_00481,CUST_09795,86.24,Success
PAY_00482,CUST_03687,79.06,Success
PAY_00483,CUST_08656,76.96,Success
PAY_00484,CUST_06490,76.85,Success
PAY_00485,CUST_04414,74.14,Success
PAY_00486,CUST_01582,137.12,Success
PAY_00487,CUST_01576,99.03,Success
PAY_00488,CUST_05097,114.86,Success
PAY_00489,CUST_08537,99.89,Success
PAY_00490,CUST_02003,66.18,Success
PAY_00491,CUST_00790,38.75,Success
PAY_00492,CUST_01903,78.09,Success
PAY_00493,CUST_06903,94.77,Success
PAY_00494,CUST_00960,97.94,Success
PAY_00495,CUST_02683,90.66,Success
PAY_00496,CUST_08842,77.76,Success
PAY_00497,CUST_03184,65.11,Success
PAY_00498,CUST_01194,98.46,Success
PAY_00499,CUST_04846,88.53,Success
PAY_00500,CUST_08608,83.36,Success
PAY_00501,CUST_09343,76.67,Success
PAY_00502,CUST_04233,98.7,Success
PAY_00503,CUST_07688,77.68,Success
PAY_00504,CUST_01392,114.85,Success
PAY_00505,CUST_01938,96.62,Success
PAY_00506,CUST_00477,94.97,Failed
PAY_00507,CUST_03059,36.38,Success
PAY_00508,CUST_01531,28.99,Success
PAY_00509,CUST_03324,65.64,Success
PAY_00510,CUST_02670,92.04,Success
PAY_00511,CUST_04517,100.24,Success
PAY_00512,CUST_03111,36.84,Success
PAY_00513,CUST_00568,51.12,Success
PAY_00514,CUST_02055,89.6,Success
PAY_00515,CUST_01970,90.46,Success
PAY_00516,CUST_01784,71.76,Success
PAY_00517,CUST_01398,86.06,Success
PAY_00518,CUST_07508,109.05,Success
PAY_00519,CUST_08678,54.39,Success
PAY_00520,CUST_07562,72.26,Success
PAY_00521,CUST_02333,88.01,Success
PAY_00522,CUST_07420,83.16,Success
PAY_00523,CUST_04583,96.1,Failed
PAY_00524,CUST_00193,98.4,Success
PAY_00525,CUST_04439,96.36,Success
PAY_00526,CUST_01107,84.29,Success
PAY_00527,CUST_02033,85.31,Success
PAY_00528,CUST_00520,70.18,Success
PAY_00529,CUST_08841,74.89,Success
PAY_00530,CUST_06117,58.35,Success
PAY_00531,CUST_07599,84.95,Success
PAY_00532,CUST_03645,39.15,Success
PAY_00533,CUST_02414,31.12,Success
PAY_00534,CUST_02039,56.71,Success
PAY_00535,CUST_06044,70.66,Success
PAY_00536,CUST_00648,59.83,Success
PAY_00537,CUST_00014,74.68,Failed
PAY_00538,CUST_07527,76.41,Success
PAY_00539,CUST_01470,54.14,Success
PAY_00540,CUST_08061,104.87,Success
PAY_00541,CUST_09080,106.31,Success
PAY_00542,CUST_06338,104.14,Failed
PAY_00543,CUST_07366,61.18,Success
PAY_00544,CUST_04396,83.06,Success
PAY_00545,CUST_06957,104.62,Success
PAY_00546,CUST_04086,90.64,Success
PAY_00547,CUST_09817,93.43,Success
PAY_00548,CUST_05242,65.85,Success
PAY_00549,CUST_01675,105.45,Failed
PAY_00550,CUST_06159,68.74,Success
PAY_00551,CUST_02294,101.47,Success
PAY_00552,CUST_08549,90.53,Success
PAY_00553,CUST_07414,72.72,Success
PAY_00554,CUST_05091,114.17,Success
PAY_00555,CUST_02505,85.85,Success
PAY_00556,CUST_09322,73.26,Success
PAY_00557,CUST_01455,77.37,Success
PAY_00558,CUST_02913,74.5,Success
PAY_00559,CUST_04751,88.66,Success
PAY_00560,CUST_09012,48.24,Success
PAY_00561,CUST_09877,55.08,Success
PAY_00562,CUST_02533,97.5,Success
PAY_00563,CUST_05680,78.12,Success
PAY_00564,CUST_09331,80.14,Success
PAY_00565,CUST_09107,62.67,Success
PAY_00566,CUST_08594,75.06,Success
PAY_00567,CUST_01280,105.47,Success
PAY_00568,CUST_03193,54.4,Success
PAY_00569,CUST_02726,132.25,Success
PAY_00570,CUST_00278,74.99,Success
PAY_00571,CUST_06052,77.61,Success
PAY_00572,CUST_00527,73.54,Success
PAY_00573,CUST_09482,81.92,Success
PAY_00574,CUST_05065,71.7,Success
PAY_00575,CUST_09351,75.96,Success
PAY_00576,CUST_02266,86.63,Success
PAY_00577,CUST_05728,102.87,Success
PAY_00578,CUST_05665,60.11,Success
PAY_00579,CUST_05890,91.66,Success
PAY_00580,CUST_01277,63.14,Success
PAY_00581,CUST_03263,54.28,Success
PAY_00582,CUST_02579,87.41,Success
PAY_00583,CUST_08891,68.72,Failed
PAY_00584,CUST_01827,63.68,Success
PAY_00585,CUST_08931,53.12,Success
PAY_00586,CUST_04420,111.29,Success
PAY_00587,CUST_06561,69.38,Success
PAY_00588,CUST_03235,51.86,Success
PAY_00589,CUST_03114,103.86,Success
PAY_00590,CUST_01945,95.22,Success
PAY_00591,CUST_03617,96.55,Success
PAY_00592,CUST_00584,88.31,Success
PAY_00593,CUST_08496,92.21,Success
PAY_00594,CUST_06172,97.46,Success
PAY_00595,CUST_01176,83.5,Success
PAY_00596,CUST_04108,85.28,Success
PAY_00597,CUST_01963,66.72,Success
PAY_00598,CUST_00442,94.07,Success
PAY_00599,CUST_07185,68.7,Success
PAY_00600,CUST_03153,93.34,Success
PAY_00601,CUST_02462,115.45,Success
PAY_00602,CUST_08090,53.81,Success
PAY_00603,CUST_03500,86.26,Success
PAY_00604,CUST_04027,69.78,Success
PAY_00605,CUST_07960,69.14,Success
PAY_00606,CUST_04877,95.9,Success
PAY_00607,CUST_09414,94.22,Success
PAY_00608,CUST_03858,71.56,Success
PAY_00609,CUST_07548,32.52,Success
PAY_00610,CUST_07043,59.57,Success
PAY_00611,CUST_05319,74.25,Success
PAY_00612,CUST_03179,80.51,Success
PAY_00613,CUST_08671,95.0,Success
PAY_00614,CUST_03521,111.8,Success
PAY_00615,CUST_02256,82.32,Success
PAY_00616,CUST_06481,82.34,Success
PAY_00617,CUST_03993,67.48,Success
PAY_00618,CUST_08547,107.19,Success
PAY_00619,CUST_04943,85.72,Success
PAY_00620,CUST_00428,66.63,Success
PAY_00621,CUST_03848,35.7,Success
PAY_00622,CUST_03713,54.66,Success
PAY_00623,CUST_08518,86.58,Success
PAY_00624,CUST_02385,102.39,Success
PAY_00625,CUST_05274,68.66,Success
PAY_00626,CUST_00300,66.92,Success
PAY_00627,CUST_02951,75.3,Success
PAY_00628,CUST_09032,68.92,Success
PAY_00629,CUST_06124,84.33,Success
PAY_00630,CUST_09901,88.35,Success
PAY_00631,CUST_01640,61.65,Success
PAY_00632,CUST_01783,102.88,Success
PAY_00633,CUST_03321,90.46,Success
PAY_00634,CUST_08340,76.23,Success
PAY_00635,CUST_04769,95.12,Success
PAY_00636,CUST_07321,112.01,Success
PAY_00637,CUST_05653,46.2,Success
PAY_00638,CUST_00147,105.84,Success
PAY_00639,CUST_09050,93.29,Success
PAY_00640,CUST_04133,89.62,Success
PAY_00641,CUST_04685,102.91,Success
PAY_00642,CUST_07558,80.57,Success
PAY_00643,CUST_00177,105.23,Success
PAY_00644,CUST_05929,74.11,Success
PAY_00645,CUST_08383,57.44,Failed
PAY_00646,CUST_02681,39.98,Success
PAY_00647,CUST_02924,54.83,Failed
PAY_00648,CUST_07354,54.15,Success
PAY_00649,CUST_03420,73.76,Success
PAY_00650,CUST_05509,69.6,Success
PAY_00651,CUST_03381,85.85,Success
PAY_00652,CUST_07880,70.23,Success
PAY_00653,CUST_01453,31.33,Success
PAY_00654,CUST_08056,79.5,Success
PAY_00655,CUST_04002,72.72,Success
PAY_00656,CUST_06473,77.64,Success
PAY_00657,CUST_01414,77.66,Success
PAY_00658,CUST_04679,35.2,Success
PAY_00659,CUST_03227,110.95,Failed
PAY_00660,CUST_08796,94.62,Success
PAY_00661,CUST_07555,76.89,Success
PAY_00662,CUST_02326,90.91,Success
